Date,Time,Currency,Event,Impact,Actual,Forecast,Previous
2017-04-03,9:30am,AUD,ANZ Job Advertisements m/m,Non-economic,0.3%,,-0.8%
2017-04-03,2:30pm,AUD,Commodity Prices y/y,Non-economic,50.1%,,59.1%
2017-04-03,3:15pm,CHF,Retail Sales y/y,Non-economic,0.6%,-0.8%,-1.2%
2017-04-03,3:15pm,EUR,Spanish Manufacturing PMI,Medium,53.9,54.6,54.8
2017-04-03,3:30pm,CHF,Manufacturing PMI,Non-economic,58.6,58.2,57.8
2017-04-03,3:45pm,EUR,Italian Manufacturing PMI,Non-economic,55.7,55.2,55.0
2017-04-03,3:50pm,EUR,French Final Manufacturing PMI,Non-economic,53.3,53.4,53.4
2017-04-03,3:55pm,EUR,German Final Manufacturing PMI,Non-economic,58.3,58.3,58.3
2017-04-03,4:00pm,EUR,Final Manufacturing PMI,Non-economic,56.2,56.3,56.2
2017-04-03,4:00pm,EUR,Italian Monthly Unemployment Rate,Non-economic,11.5%,11.9%,11.8%
2017-04-03,4:30pm,GBP,Final Manufacturing PMI,High,54.2,55.1,54.5
2017-04-03,5:00pm,EUR,PPI m/m,Non-economic,0.0%,0.2%,1.1%
2017-04-03,5:00pm,EUR,Unemployment Rate,Non-economic,9.5%,9.5%,9.6%
2017-04-03,9:30pm,CAD,Manufacturing PMI,Non-economic,55.5,,54.7
2017-04-03,9:45pm,USD,Final Manufacturing PMI,Non-economic,53.3,53.5,53.4
2017-04-03,10:00pm,USD,ISM Manufacturing PMI,High,57.2,57.2,57.7
2017-04-03,10:00pm,USD,Construction Spending m/m,Non-economic,0.8%,1.0%,-0.4%
2017-04-03,10:00pm,USD,ISM Manufacturing Prices,Non-economic,70.5,68.5,68.0
2017-04-03,10:30pm,CAD,BOC Business Outlook Survey,Medium,,,
2017-04-03,10:30pm,USD,FOMC Member Dudley Speaks,Medium,,,
2017-04-03,All Day,USD,Total Vehicle Sales,Non-economic,16.6M,17.4M,17.6M
2017-04-03,All Day,USD,Wards Total Vehicle Sales,Non-economic,16.5M,17.3M,17.3M
2017-04-04,3:00am,USD,FOMC Member Harker Speaks,Medium,,,
2017-04-04,6:00am,NZD,NZIER Business Confidence,Medium,17,,28
2017-04-04,7:50am,JPY,Monetary Base y/y,Non-economic,20.3%,23.2%,21.4%
2017-04-04,All Day,CNY,Bank Holiday,Low,,,
2017-04-04,9:30am,AUD,Goods Trade Balance,High,3.57B,1.75B,1.50B
2017-04-04,11:45am,JPY,10-y Bond Auction,Non-economic,0.06|4.0,,0.08|3.7
2017-04-04,12:30pm,AUD,Cash Rate,High,1.50%,1.50%,1.50%
2017-04-04,12:30pm,AUD,RBA Rate Statement,High,,,
2017-04-04,1:00pm,JPY,BOJ Core CPI y/y,Non-economic,0.1%,0.2%,0.2%
2017-04-04,3:00pm,EUR,Spanish Unemployment Change,Medium,-48.6K,-41.2K,-9.4K
2017-04-04,4:30pm,GBP,Construction PMI,High,52.2,52.5,52.5
2017-04-04,4:30pm,GBP,FPC Meeting Minutes,Non-economic,,,
2017-04-04,5:00pm,EUR,Retail Sales m/m,Non-economic,0.7%,0.5%,0.1%
2017-04-04,5:15pm,AUD,RBA Gov Lowe Speaks,High,,,
2017-04-04,5:38pm,GBP,10-y Bond Auction,Non-economic,1.13|2.0,,1.31|2.2
2017-04-04,8:30pm,CAD,Trade Balance,High,-1.0B,0.7B,0.4B
2017-04-04,8:30pm,USD,Trade Balance,Medium,-43.6B,-46.0B,-48.2B
2017-04-04,9:30pm,EUR,ECB President Draghi Speaks,High,,,
2017-04-04,10:00pm,USD,Factory Orders m/m,Medium,1.0%,1.0%,1.5%
2017-04-04,10:00pm,USD,RCM/TIPP Economic Optimism,Non-economic,51.7,53.2,55.3
2017-04-04,10:04pm,NZD,GDT Price Index,High,1.6%,,1.7%
2017-04-05,4:30am,USD,FOMC Member Tarullo Speaks,Non-economic,,,
2017-04-05,7:01am,GBP,BRC Shop Price Index y/y,Non-economic,-0.8%,,-1.0%
2017-04-05,7:30am,AUD,AIG Services Index,Non-economic,51.7,,49.0
2017-04-05,9:00am,NZD,ANZ Commodity Prices m/m,Non-economic,0.4%,,2.0%
2017-04-05,3:15pm,EUR,Spanish Services PMI,Non-economic,57.4,57.2,57.7
2017-04-05,3:45pm,EUR,Italian Services PMI,Non-economic,52.9,54.3,54.1
2017-04-05,3:50pm,EUR,French Final Services PMI,Non-economic,57.5,58.5,58.5
2017-04-05,3:55pm,EUR,German Final Services PMI,Non-economic,55.6,55.6,55.6
2017-04-05,4:00pm,EUR,Final Services PMI,Non-economic,56.0,56.5,56.5
2017-04-05,4:30pm,GBP,Final Services PMI,High,55.0,53.5,53.3
2017-04-05,8:15pm,USD,ADP Non-Farm Employment Change,High,263K,184K,245K
2017-04-05,8:30pm,GBP,MPC Member Vlieghe Speaks,Medium,,,
2017-04-05,9:45pm,USD,Final Services PMI,Non-economic,52.8,53.1,52.9
2017-04-05,10:00pm,USD,ISM Services PMI,High,55.2,57.0,57.6
2017-04-05,10:30pm,USD,Crude Oil Inventories,High,1.6M,-0.1M,0.9M
2017-04-06,2:00am,USD,FOMC Meeting Minutes,High,,,
2017-04-06,6:40am,AUD,RBA Deputy Gov Debelle Speaks,Medium,,,
2017-04-06,9:45am,CNY,Caixin Services PMI,Non-economic,52.2,53.2,52.6
2017-04-06,1:02pm,JPY,Consumer Confidence,Non-economic,43.9,43.5,43.1
2017-04-06,2:00pm,EUR,German Factory Orders m/m,Medium,3.4%,3.5%,-6.8%
2017-04-06,3:00pm,EUR,ECB President Draghi Speaks,High,,,
2017-04-06,3:15pm,CHF,CPI m/m,Medium,0.2%,0.2%,0.5%
2017-04-06,4:10pm,EUR,Retail PMI,Non-economic,49.5,,49.9
2017-04-06,4:30pm,GBP,Housing Equity Withdrawal q/q,Non-economic,-10.2B,-9.5B,-11.2B
2017-04-06,4:48pm,EUR,Spanish 10-y Bond Auction,Non-economic,1.61|1.6,,1.94|1.3
2017-04-06,4:58pm,EUR,French 10-y Bond Auction,Non-economic,0.97|2.0,,0.91|2.8
2017-04-06,5:40pm,EUR,German Buba President Weidmann Speaks,Medium,,,
2017-04-06,7:30pm,EUR,ECB Monetary Policy Meeting Accounts,Medium,,,
2017-04-06,7:30pm,USD,Challenger Job Cuts y/y,Non-economic,-2.0%,,-40.0%
2017-04-06,8:30pm,CAD,Building Permits m/m,Medium,-2.5%,1.4%,5.8%
2017-04-06,8:30pm,USD,Unemployment Claims,High,234K,251K,259K
2017-04-06,10:30pm,USD,Natural Gas Storage,Non-economic,2B,10B,-43B
2017-04-07,7:30am,AUD,AIG Construction Index,Non-economic,51.2,,53.1
2017-04-07,8:00am,JPY,Average Cash Earnings y/y,Non-economic,0.4%,0.5%,0.3%
2017-04-07,1:00pm,JPY,Leading Indicators,Non-economic,104.4%,104.7%,104.9%
2017-04-07,1:45pm,CHF,Unemployment Rate,Non-economic,3.3%,3.3%,3.3%
2017-04-07,2:00pm,EUR,German Industrial Production m/m,Non-economic,2.2%,-0.1%,2.2%
2017-04-07,2:00pm,EUR,German Trade Balance,Non-economic,21.0B,19.4B,18.9B
2017-04-07,2:45pm,EUR,French Gov Budget Balance,Non-economic,-21.5B,,-5.4B
2017-04-07,2:45pm,EUR,French Industrial Production m/m,Non-economic,-1.6%,0.5%,-0.2%
2017-04-07,2:45pm,EUR,French Trade Balance,Non-economic,-6.6B,-4.9B,-8.1B
2017-04-07,3:00pm,CHF,Foreign Currency Reserves,Non-economic,683B,,668B
2017-04-07,3:30pm,GBP,Halifax HPI m/m,Medium,0.0%,0.2%,0.0%
2017-04-07,4:00pm,EUR,Italian Retail Sales m/m,Non-economic,-0.3%,-0.1%,1.4%
2017-04-07,4:30pm,GBP,Manufacturing Production m/m,High,-0.1%,0.3%,-1.0%
2017-04-07,4:30pm,GBP,Goods Trade Balance,Medium,-12.5B,-10.9B,-12.0B
2017-04-07,4:30pm,GBP,Construction Output m/m,Non-economic,-1.7%,0.1%,0.0%
2017-04-07,4:30pm,GBP,Industrial Production m/m,Non-economic,-0.7%,0.2%,-0.3%
2017-04-07,5:00pm,GBP,BOE Gov Carney Speaks,High,,,
2017-04-07,8:00pm,GBP,NIESR GDP Estimate,Non-economic,0.5%,,0.5%
2017-04-07,8:30pm,CAD,Employment Change,High,19.4K,5.7K,15.3K
2017-04-07,8:30pm,CAD,Unemployment Rate,High,6.7%,6.7%,6.6%
2017-04-07,8:30pm,USD,Average Hourly Earnings m/m,High,0.2%,0.2%,0.3%
2017-04-07,8:30pm,USD,Non-Farm Employment Change,High,98K,174K,219K
2017-04-07,8:30pm,USD,Unemployment Rate,High,4.5%,4.7%,4.7%
2017-04-07,10:00pm,CAD,Ivey PMI,Medium,61.1,56.3,55.0
2017-04-07,10:00pm,USD,Final Wholesale Inventories m/m,Non-economic,0.4%,0.1%,-0.1%
2017-04-08,12:15am,USD,FOMC Member Dudley Speaks,Medium,,,
2017-04-08,3:00am,USD,Consumer Credit m/m,Non-economic,15.2B,14.2B,10.9B
2017-04-10,7:50am,JPY,Current Account,Non-economic,2.21T,1.79T,1.26T
2017-04-10,9:30am,AUD,Home Loans m/m,Non-economic,-0.5%,0.1%,0.4%
2017-04-10,1:08pm,JPY,Economy Watchers Sentiment,Non-economic,47.4,49.8,48.6
2017-04-10,4:00pm,EUR,Italian Industrial Production m/m,Non-economic,1.0%,0.4%,-2.3%
2017-04-10,4:30pm,EUR,Sentix Investor Confidence,Non-economic,23.9,20.1,20.7
2017-04-10,8:15pm,CAD,Housing Starts,Non-economic,254K,212K,214K
2017-04-10,10:00pm,USD,Labor Market Conditions Index m/m,Non-economic,0.4,,1.5
2017-04-11,4:10am,USD,Fed Chair Yellen Speaks,High,,,
2017-04-11,7:01am,GBP,BRC Retail Sales Monitor y/y,Non-economic,-1.0%,,-0.4%
2017-04-11,9:30am,AUD,NAB Business Confidence,Medium,6,,7
2017-04-11,1:59pm,JPY,Prelim Machine Tool Orders y/y,Non-economic,22.6%,,9.1%
2017-04-11,4:30pm,GBP,CPI y/y,High,2.3%,2.2%,2.3%
2017-04-11,4:30pm,GBP,PPI Input m/m,Medium,0.4%,-0.5%,-0.1%
2017-04-11,4:30pm,GBP,RPI y/y,Medium,3.1%,3.1%,3.2%
2017-04-11,4:30pm,GBP,Core CPI y/y,Non-economic,1.8%,1.8%,2.0%
2017-04-11,4:30pm,GBP,HPI y/y,Non-economic,5.8%,6.1%,5.3%
2017-04-11,4:30pm,GBP,PPI Output m/m,Non-economic,0.4%,0.2%,0.2%
2017-04-11,5:00pm,EUR,German ZEW Economic Sentiment,Medium,19.5,13.2,12.8
2017-04-11,5:00pm,EUR,Industrial Production m/m,Non-economic,-0.3%,0.2%,0.3%
2017-04-11,5:00pm,EUR,ZEW Economic Sentiment,Non-economic,26.3,25.0,25.6
2017-04-11,6:00pm,USD,NFIB Small Business Index,Non-economic,104.7,104.7,105.3
2017-04-11,All Day,All,G7 Meetings,High,,,
2017-04-11,10:00pm,USD,JOLTS Job Openings,Medium,5.74M,5.59M,5.63M
2017-04-12,1:01am,USD,10-y Bond Auction,Non-economic,2.33|2.5,,2.56|2.7
2017-04-12,1:45am,USD,FOMC Member Kashkari Speaks,Medium,,,
2017-04-12,7:50am,JPY,Bank Lending y/y,Non-economic,3.0%,2.9%,2.8%
2017-04-12,7:50am,JPY,Core Machinery Orders m/m,Non-economic,1.5%,3.9%,-3.2%
2017-04-12,7:50am,JPY,PPI y/y,Non-economic,1.4%,1.5%,1.1%
2017-04-12,8:30am,AUD,Westpac Consumer Sentiment,Non-economic,-0.7%,,0.1%
2017-04-12,9:30am,CNY,CPI y/y,Medium,0.9%,1.1%,0.8%
2017-04-12,9:30am,CNY,PPI y/y,Medium,7.6%,7.4%,7.8%
2017-04-12,2:00pm,EUR,German WPI m/m,Non-economic,0.0%,0.4%,0.5%
2017-04-12,4:30pm,GBP,Average Earnings Index 3m/y,High,2.3%,2.1%,2.3%
2017-04-12,4:30pm,GBP,Claimant Count Change,Medium,25.5K,-10.2K,-6.1K
2017-04-12,4:30pm,GBP,Unemployment Rate,Medium,4.7%,4.7%,4.7%
2017-04-12,4:40pm,GBP,BOE Gov Carney Speaks,High,,,
2017-04-12,5:32pm,EUR,German 10-y Bond Auction,Non-economic,0.21|1.4,,0.41|1.5
2017-04-12,6:00pm,USD,President Trump Speaks,High,,,
2017-04-12,8:30pm,USD,Import Prices m/m,Medium,-0.2%,-0.3%,0.4%
2017-04-12,10:00pm,CAD,BOC Monetary Policy Report,High,,,
2017-04-12,10:00pm,CAD,BOC Rate Statement,High,,,
2017-04-12,10:00pm,CAD,Overnight Rate,High,0.50%,0.50%,0.50%
2017-04-12,10:30pm,USD,Crude Oil Inventories,High,-2.2M,-0.7M,1.6M
2017-04-12,11:15pm,CAD,BOC Press Conference,High,,,
2017-04-13,1:01am,USD,30-y Bond Auction,Non-economic,2.94|2.2,,3.17|2.3
2017-04-13,2:00am,USD,Federal Budget Balance,Non-economic,-176.2B,-150.0B,-192.0B
2017-04-13,4:15am,CAD,BOC Gov Poloz Speaks,High,,,
2017-04-13,6:30am,NZD,BusinessNZ Manufacturing Index,Non-economic,57.8,,55.7
2017-04-13,6:45am,NZD,FPI m/m,Non-economic,-0.3%,,0.2%
2017-04-13,7:01am,GBP,RICS House Price Balance,Non-economic,22%,22%,22%
2017-04-13,7:50am,JPY,M2 Money Stock y/y,Non-economic,4.3%,4.2%,4.2%
2017-04-13,9:00am,AUD,MI Inflation Expectations,Medium,4.1%,,4.0%
2017-04-13,9:30am,AUD,Employment Change,High,60.9K,20.3K,2.8K
2017-04-13,9:30am,AUD,Unemployment Rate,High,5.9%,5.9%,5.9%
2017-04-13,9:30am,AUD,RBA Financial Stability Review,Medium,,,
2017-04-13,11:04am,CNY,USD-Denominated Trade Balance,Non-economic,23.9B,12.5B,-9.1B
2017-04-13,11:11am,CNY,Trade Balance,High,164B,76B,-60B
2017-04-13,11:45am,JPY,30-y Bond Auction,Non-economic,0.80|3.1,,0.82|3.1
2017-04-13,2:00pm,EUR,German Final CPI m/m,Non-economic,0.2%,0.2%,0.2%
2017-04-13,2:45pm,EUR,French Final CPI m/m,Non-economic,0.6%,0.6%,0.6%
2017-04-13,3:15pm,CHF,PPI m/m,Medium,0.1%,0.1%,-0.2%
2017-04-13,3:41pm,CNY,Foreign Direct Investment ytd/y,Non-economic,1.0%,,-2.3%
2017-04-13,4:30pm,GBP,BOE Credit Conditions Survey,Medium,,,
2017-04-13,8:30pm,CAD,Manufacturing Sales m/m,High,-0.2%,-0.4%,0.1%
2017-04-13,8:30pm,CAD,NHPI m/m,Medium,0.4%,0.2%,0.1%
2017-04-13,8:30pm,USD,PPI m/m,High,-0.1%,0.0%,0.3%
2017-04-13,8:30pm,USD,Unemployment Claims,High,234K,242K,235K
2017-04-13,8:30pm,USD,Core PPI m/m,Medium,0.0%,0.2%,0.3%
2017-04-13,9:30pm,GBP,CB Leading Index m/m,Non-economic,0.1%,,0.3%
2017-04-13,10:00pm,USD,Prelim UoM Consumer Sentiment,High,98.0,97.1,96.9
2017-04-13,10:00pm,USD,Prelim UoM Inflation Expectations,Non-economic,2.5%,,2.5%
2017-04-13,10:30pm,CAD,BOC Gov Poloz Speaks,High,,,
2017-04-13,10:30pm,USD,Natural Gas Storage,Non-economic,10B,5B,2B
2017-04-14,All Day,NZD,Bank Holiday,Low,,,
2017-04-14,All Day,AUD,Bank Holiday,Low,,,
2017-04-14,12:32pm,JPY,Revised Industrial Production m/m,Non-economic,3.2%,2.0%,2.0%
2017-04-14,All Day,CHF,Bank Holiday,Low,,,
2017-04-14,All Day,EUR,German Bank Holiday,Low,,,
2017-04-14,All Day,GBP,Bank Holiday,Low,,,
2017-04-14,3:01pm,CNY,M2 Money Supply y/y,Non-economic,10.6%,11.1%,11.1%
2017-04-14,3:01pm,CNY,New Loans,Non-economic,1020B,1200B,1170B
2017-04-14,All Day,CAD,Bank Holiday,Low,,,
2017-04-14,8:30pm,USD,Core CPI m/m,High,-0.1%,0.2%,0.2%
2017-04-14,8:30pm,USD,Core Retail Sales m/m,High,0.0%,0.2%,0.0%
2017-04-14,8:30pm,USD,CPI m/m,High,-0.3%,0.0%,0.1%
2017-04-14,8:30pm,USD,CPI y/y,High,2.4%,2.6%,2.7%
2017-04-14,8:30pm,USD,Retail Sales m/m,High,-0.2%,0.1%,-0.3%
2017-04-14,10:00pm,USD,Business Inventories m/m,Non-economic,0.3%,0.3%,0.3%
2017-04-15,5:00am,USD,Treasury Currency Report,High,,,
2017-04-17,All Day,NZD,Bank Holiday,Low,,,
2017-04-17,All Day,AUD,Bank Holiday,Low,,,
2017-04-17,10:00am,CNY,GDP q/y,High,6.9%,6.8%,6.8%
2017-04-17,10:00am,CNY,Industrial Production y/y,High,7.6%,6.2%,6.3%
2017-04-17,10:00am,CNY,Fixed Asset Investment ytd/y,Medium,9.2%,8.8%,8.9%
2017-04-17,10:00am,CNY,NBS Press Conference,Medium,,,
2017-04-17,10:00am,CNY,Retail Sales y/y,Non-economic,10.9%,9.7%,9.5%
2017-04-17,All Day,CHF,Bank Holiday,Low,,,
2017-04-17,2:15pm,JPY,BOJ Gov Kuroda Speaks,High,,,
2017-04-17,All Day,EUR,French Bank Holiday,Low,,,
2017-04-17,All Day,EUR,German Bank Holiday,Low,,,
2017-04-17,All Day,EUR,Italian Bank Holiday,Low,,,
2017-04-17,All Day,GBP,Bank Holiday,Low,,,
2017-04-17,8:30pm,USD,Empire State Manufacturing Index,Medium,5.2,15.2,16.4
2017-04-17,10:00pm,USD,NAHB Housing Market Index,Non-economic,68,70,71
2017-04-18,4:00am,USD,TIC Long-Term Purchases,Non-economic,53.4B,12.4B,5.9B
2017-04-18,9:30am,AUD,Monetary Policy Meeting Minutes,High,,,
2017-04-18,6:05pm,GBP,Prime Minister May Speaks,High,,,
2017-04-18,8:30pm,CAD,Foreign Securities Purchases,Medium,38.84B,5.21B,6.35B
2017-04-18,8:30pm,USD,Building Permits,High,1.26M,1.25M,1.22M
2017-04-18,8:30pm,USD,Housing Starts,Medium,1.22M,1.25M,1.30M
2017-04-18,9:15pm,USD,Capacity Utilization Rate,Medium,76.1%,76.3%,75.4%
2017-04-18,9:15pm,USD,Industrial Production m/m,Medium,0.5%,0.5%,0.0%
2017-04-18,10:19pm,NZD,GDT Price Index,High,3.1%,,1.6%
2017-04-18,10:30pm,AUD,CB Leading Index m/m,Non-economic,0.4%,,0.4%
2017-04-19,12:45am,CAD,Gov Council Member Wilkins Speaks,Medium,,,
2017-04-19,6:30am,NZD,BusinessNZ Services Index,Non-economic,59.0,,58.6
2017-04-19,8:30am,AUD,MI Leading Index m/m,Non-economic,0.1%,,-0.1%
2017-04-19,9:30am,AUD,New Motor Vehicle Sales m/m,Non-economic,1.9%,,-2.7%
2017-04-19,4:04pm,EUR,Italian Trade Balance,Non-economic,1.88B,2.24B,-0.57B
2017-04-19,5:00pm,EUR,Final CPI y/y,Medium,1.5%,1.5%,1.5%
2017-04-19,5:00pm,EUR,Final Core CPI y/y,Non-economic,0.7%,0.7%,0.7%
2017-04-19,5:00pm,EUR,Trade Balance,Non-economic,19.2B,18.6B,15.7B
2017-04-19,5:35pm,EUR,German 30-y Bond Auction,Non-economic,0.87|1.2,,1.18|1.4
2017-04-19,10:30pm,USD,Crude Oil Inventories,High,-1.0M,-1.0M,-2.2M
2017-04-20,1:00am,CAD,Gov Council Member Wilkins Speaks,Medium,,,
2017-04-20,2:00am,USD,Beige Book,Non-economic,,,
2017-04-20,4:00am,USD,FOMC Member Fischer Speaks,Medium,,,
2017-04-20,6:45am,NZD,CPI q/q,High,1.0%,0.8%,0.4%
2017-04-20,7:50am,JPY,Trade Balance,Non-economic,0.17T,0.61T,0.61T
2017-04-20,9:30am,AUD,NAB Quarterly Business Confidence,Medium,6,,6
2017-04-20,2:00pm,EUR,German PPI m/m,Non-economic,0.0%,0.2%,0.2%
2017-04-20,4:50pm,EUR,Spanish 10-y Bond Auction,Non-economic,1.68|1.5,,1.61|1.6
2017-04-20,8:30pm,USD,Philly Fed Manufacturing Index,High,22.0,25.6,32.8
2017-04-20,8:30pm,USD,Unemployment Claims,High,244K,241K,234K
2017-04-20,10:00pm,EUR,Consumer Confidence,Non-economic,-4,-5,-5
2017-04-20,10:00pm,USD,CB Leading Index m/m,Non-economic,0.4%,0.2%,0.5%
2017-04-20,10:30pm,USD,Natural Gas Storage,Non-economic,54B,49B,10B
2017-04-20,11:30pm,GBP,BOE Gov Carney Speaks,High,,,
2017-04-21,12:30am,GBP,BOE Gov Carney Speaks,High,,,
2017-04-21,1:15am,USD,Treasury Sec Mnuchin Speaks,High,,,
2017-04-21,8:30am,JPY,Flash Manufacturing PMI,Non-economic,52.8,52.5,52.4
2017-04-21,12:30pm,JPY,Tertiary Industry Activity m/m,Non-economic,0.2%,0.3%,-0.2%
2017-04-21,3:00pm,EUR,French Flash Manufacturing PMI,Medium,55.1,53.2,53.3
2017-04-21,3:00pm,EUR,French Flash Services PMI,Medium,57.7,57.2,57.5
2017-04-21,3:30pm,EUR,German Flash Manufacturing PMI,Medium,58.2,58.1,58.3
2017-04-21,3:30pm,EUR,German Flash Services PMI,Medium,54.7,55.5,55.6
2017-04-21,4:00pm,EUR,Flash Manufacturing PMI,Medium,56.8,56.1,56.2
2017-04-21,4:00pm,EUR,Flash Services PMI,Medium,56.2,56.0,56.0
2017-04-21,4:00pm,EUR,Current Account,Non-economic,37.9B,26.3B,26.1B
2017-04-21,4:30pm,GBP,Retail Sales m/m,High,-1.8%,-0.3%,1.7%
2017-04-21,7:45pm,GBP,MPC Member Saunders Speaks,Medium,,,
2017-04-21,8:30pm,CAD,CPI m/m,High,0.2%,0.4%,0.2%
2017-04-21,8:30pm,CAD,Common CPI y/y,Medium,1.3%,,1.3%
2017-04-21,8:30pm,CAD,Median CPI y/y,Medium,1.7%,,1.8%
2017-04-21,8:30pm,CAD,Trimmed CPI y/y,Medium,1.4%,,1.5%
2017-04-21,8:33pm,CAD,Core CPI m/m,Non-economic,0.3%,,0.4%
2017-04-21,9:30pm,USD,FOMC Member Kashkari Speaks,Medium,,,
2017-04-21,9:45pm,USD,Flash Manufacturing PMI,Non-economic,52.8,53.9,53.3
2017-04-21,9:45pm,USD,Flash Services PMI,Non-economic,52.5,53.7,52.8
2017-04-21,10:00pm,USD,Existing Home Sales,Medium,5.71M,5.61M,5.47M
2017-04-21,Day 1,All,IMF Meetings,Non-economic,,,
2017-04-22,Day 2,All,IMF Meetings,Medium,,,
2017-04-23,4:15am,USD,Treasury Sec Mnuchin Speaks,High,,,
2017-04-23,All Day,EUR,French Presidential Election,High,,,
2017-04-23,Day 3,All,IMF Meetings,Non-economic,,,
2017-04-24,7:01am,GBP,Rightmove HPI m/m,Non-economic,1.1%,,1.3%
2017-04-24,4:00pm,EUR,German ifo Business Climate,High,112.9,112.4,112.4
2017-04-24,6:00pm,EUR,German Buba Monthly Report,Non-economic,,,
2017-04-24,6:00pm,GBP,CBI Industrial Order Expectations,Non-economic,4,9,8
2017-04-24,8:30pm,CAD,Wholesale Sales m/m,Medium,-0.2%,2.1%,3.0%
2017-04-24,9:00pm,CNY,CB Leading Index m/m,Non-economic,0.9%,,1.3%
2017-04-24,11:30pm,USD,FOMC Member Kashkari Speaks,Medium,,,
2017-04-25,3:15am,USD,FOMC Member Kashkari Speaks,Medium,,,
2017-04-25,All Day,NZD,Bank Holiday,Low,,,
2017-04-25,All Day,AUD,Bank Holiday,Low,,,
2017-04-25,7:50am,JPY,SPPI y/y,Non-economic,0.8%,0.7%,0.8%
2017-04-25,All Day,EUR,Italian Bank Holiday,Low,,,
2017-04-25,4:30pm,GBP,Public Sector Net Borrowing,Medium,4.4B,2.6B,-0.7B
2017-04-25,8:58pm,EUR,Belgian NBB Business Climate,Non-economic,-0.8,-1.4,-1.6
2017-04-25,9:00pm,USD,HPI m/m,Non-economic,0.8%,0.1%,0.2%
2017-04-25,9:00pm,USD,S&P/CS Composite-20 HPI y/y,Non-economic,5.9%,5.7%,5.7%
2017-04-25,9:59pm,USD,Richmond Manufacturing Index,Non-economic,20,18,22
2017-04-25,10:00pm,USD,CB Consumer Confidence,High,120.3,123.7,124.9
2017-04-25,10:00pm,USD,New Home Sales,Medium,621K,590K,587K
2017-04-26,6:45am,NZD,Visitor Arrivals m/m,Non-economic,1.5%,,-1.9%
2017-04-26,9:30am,AUD,CPI q/q,High,0.5%,0.6%,0.5%
2017-04-26,9:30am,AUD,Trimmed Mean CPI q/q,High,0.5%,0.5%,0.4%
2017-04-26,11:00am,NZD,Credit Card Spending y/y,Non-economic,7.1%,,5.3%
2017-04-26,12:30pm,JPY,All Industries Activity m/m,Non-economic,0.7%,0.8%,-0.4%
2017-04-26,2:00pm,CHF,UBS Consumption Indicator,Non-economic,1.50,,1.45
2017-04-26,4:00pm,CHF,UBS Economic Expectations,Non-economic,22.2,,29.6
2017-04-26,8:30pm,CAD,Core Retail Sales m/m,High,-0.1%,-0.2%,2.3%
2017-04-26,8:30pm,CAD,Retail Sales m/m,Medium,-0.6%,0.0%,2.3%
2017-04-26,10:30pm,USD,Crude Oil Inventories,High,-3.6M,-1.1M,-1.0M
2017-04-27,9:30am,AUD,Import Prices q/q,Non-economic,1.2%,-0.4%,0.2%
2017-04-27,11:14am,JPY,BOJ Outlook Report,High,,,
2017-04-27,11:14am,JPY,BOJ Policy Rate,High,-0.10%,-0.10%,-0.10%
2017-04-27,11:14am,JPY,Monetary Policy Statement,High,,,
2017-04-27,2:00pm,CHF,Trade Balance,Non-economic,3.10B,3.01B,3.12B
2017-04-27,2:00pm,EUR,German GfK Consumer Climate,Non-economic,10.2,9.9,9.8
2017-04-27,All Day,EUR,German Prelim CPI m/m,Medium,0.0%,-0.1%,0.2%
2017-04-27,2:30pm,JPY,BOJ Press Conference,High,,,
2017-04-27,3:00pm,EUR,Spanish Flash CPI y/y,Medium,2.6%,2.5%,2.3%
2017-04-27,3:00pm,EUR,Spanish Unemployment Rate,Medium,18.8%,18.6%,18.6%
2017-04-27,5:10pm,AUD,RBA Gov Lowe Speaks,High,,,
2017-04-27,5:21pm,EUR,Italian 10-y Bond Auction,Non-economic,2.29|1.3,,2.25|1.4
2017-04-27,6:00pm,GBP,CBI Realized Sales,Non-economic,38,6,9
2017-04-27,7:45pm,EUR,Main Refinancing Rate,High,0.00%,0.00%,0.00%
2017-04-27,7:45pm,EUR,Monetary Policy Statement,High,,,
2017-04-27,8:30pm,EUR,ECB Press Conference,High,,,
2017-04-27,8:30pm,USD,Core Durable Goods Orders m/m,High,-0.2%,0.4%,0.5%
2017-04-27,8:30pm,USD,Unemployment Claims,High,257K,241K,243K
2017-04-27,8:30pm,USD,Durable Goods Orders m/m,Medium,0.7%,1.5%,1.8%
2017-04-27,8:30pm,USD,Goods Trade Balance,Non-economic,-64.8B,-65.2B,-63.9B
2017-04-27,8:30pm,USD,Prelim Wholesale Inventories m/m,Non-economic,-0.1%,0.3%,0.2%
2017-04-27,10:00pm,USD,Pending Home Sales m/m,Medium,-0.8%,-0.6%,5.5%
2017-04-27,10:30pm,USD,Natural Gas Storage,Non-economic,74B,72B,54B
2017-04-28,6:05am,GBP,GfK Consumer Confidence,Non-economic,-7,-7,-6
2017-04-28,6:45am,NZD,Building Consents m/m,Non-economic,-1.8%,,17.2%
2017-04-28,6:45am,NZD,Trade Balance,Non-economic,332M,375M,-50M
2017-04-28,7:30am,JPY,Household Spending y/y,Medium,-1.3%,-0.6%,-3.8%
2017-04-28,7:30am,JPY,National Core CPI y/y,Non-economic,0.2%,0.2%,0.2%
2017-04-28,7:30am,JPY,Tokyo Core CPI y/y,Non-economic,-0.1%,-0.2%,-0.4%
